id,x0,x1,uri
52,-2.6775920569,-3.11115291365,BM 464 FE99: Stopper 3 Laufzeit ?berschritten
53,22.2401019886,1.15855871486,BM 464 FE99: Stopper 3 Laufzeit ?berschritten FE 4
54,23.9222599076,-0.91829602434,BM 467 FE99: WT h?ngt am Stopper 4
55,22.2338474281,-2.66161058058,BM 469 FE99: Stopper 4 Laufzeit ?berschritten
56,24.5459370531,-0.131920811055,BM 472 FE99: WT h?ngt am Stopper 5
57,22.4635974267,5.31566331844,BM 472 FE99: WT h?ngt am Stopper 5 R?cklauf 1
58,24.4313565829,8.59278350893,BM 474 FE99: Stopper 5 Laufzeit ?berschritten
59,23.9330884193,-1.9204709345,BM 475 FE99: Stau nach  Drehstation 2
60,15.6485699644,6.20647103415,BM 49 FE1: Datensatz in Typverwaltung passt nicht zu akt. Variante
61,22.5412699393,-0.372415389423,BM 490 FE99: WT-h?ngt an Drehstation 2
62,15.4414338981,9.15137684895,BM 62 FE1: WT h?ngt am Vorstopper?
63,11.641169196,-1.2726618219,BM 65 FE1: WT zu FE1 unterwegs!  WT h?ngt am Vorstopper?
64,23.0955659465,-2.25624534239,BM 68 FE1: Achtung  \b3x\b Schlecht !
65,18.4527746907,-0.918198196409,BM 69 FE1: Stau nach FE1 !
66,22.6163634229,2.07898922881,BM 73 FE1: Meister-WT f?r Laserref. in Station einsetzen
67,25.0482999766,-1.00358744173,BM 74 Pr?f-WT 1-polig nicht vorhanden
68,20.8883627531,6.16580778771,BM 77 FE1: Achse M5  Z Heben/Senken nicht betriebsbereit
69,21.8975782603,-1.90733196249,BM 78  Anforderung Meisterteil Fornt 1p
70,13.5089344892,0.27677758973,BM 79 FE1: Achse M5 Z Heben/Senken St?rung Nr. \01 \02
71,10.2849158501,-6.89710962301,BM 82 FE2: Kraftanstieg zu Hoch -> mit Taste Reset quittieren
72,21.5953252434,2.94256277583,BM 86 FE2: Datensatz in Typverwaltung passt nicht zu akt. Variante
73,19.1828147394,-1.3603101635,BM 94 FE2: Stau nach FE2 !
74,27.000938209,7.38531619881,BM 94 FE2: Stau nach Laserstation 2
75,-0.663712007692,5.99861743748,BM 95 FE2: WT zu FE2 unterwegs ! WT h?ngt Vorstopper?
76,22.0465341794,-0.784713193496,BM 96 FE2: Feder nicht vorhanden
77,22.5060196926,-1.70708049517,BM 97 FE2: Am Min. Stau keine Federn vorhanden
78,22.3094303742,3.44600019789,Pneumatik-Hauptventil einschalten mit Taster 'Ein'!
79,19.5197224918,-2.08883716462,SM10121 St?rung: FE05: Teil fehlt am Ausgang
80,25.9477007171,5.19483585309,SM10126 St?rung: FE05: niO-Hub GST fehlt (200+5-B2G)
81,0.145129613734,1.53842962849,SM10127 St?rung: FE05: niO-Hub AST fehlt (200+5-B2A)
82,22.6709911097,0.605526579733,SM10171 St?rung: FE11: niO-Teil nicht gesehen
83,17.7845347873,6.63464543853,SM10172 St?rung: FE11: X Entst?rungen ohne Teil am Ausgang
84,-0.875447561796,14.2527367624,SM10181 St?rung: FE07: Teil fehlt am Ausgang
85,24.2955829251,2.75285062482,SM10186 St?rung: FE07: niO-Hub GST fehlt (200+7-B2G)
86,21.9922348626,0.497870628983,SM10187 St?rung: FE07: niO-Hub AST fehlt (200+7-B2A)
87,22.1436079369,4.60328115746,SM_E 2176: 70+2-B1G: FE2 WT ausheben GST
88,-1.26883819074,-7.74189133486,SM_E 2177: 70+2-B1G: FE2 WT ausheben AST
89,6.18768062778,3.38109929283,SM_E 2190: 70+2-B11G: FE2 Schieber greifen GST
90,-7.35043307222,7.83868311935,SM_E 2196: E304.4: 120+3-B4G Kistenstopper 1 GST
91,21.5119588285,-0.657983872516,SM_E 3440
92,19.6924305636,0.069930108108,SM_E 3441
93,18.711313268,1.55509540776,SM_E 3442
94,19.2110456829,1.11556002877,SM_E 3443
95,17.9391931283,1.48355146212,SM_E 3444
96,21.0410186713,0.451308324775,SM_E 3445
97,19.9149308823,2.34420233138,SM_E 3446
98,18.3167501834,1.1155016312,SM_E 3447
99,21.2369690504,-0.512439987934,SM_E 3448
100,18.5038003062,2.3125724063,SM_E 3449
101,20.7004537636,0.303433539371,SM_E 3450
102,20.463499455,2.14667958367,SM_E 3451
103,19.9706158929,0.614862644508,SM_E 3452
104,20.9234249141,1.42143204182,SM_E 3453
105,19.9527132549,0.984271240812,SM_E 3454
106,17.2094464115,1.20362552839,SM_E 3455
107,19.5755913107,1.4171389438,SM_E 3456
108,20.8726431201,0.474524524948,SM_E 3457
109,19.9235736662,0.819871405708,SM_E 3458
110,17.0881139143,1.32440016295,SM_E 3459
111,18.0457311987,1.60617818473,SM_E 3460
112,21.4639113529,-0.295199653343,SM_E 3461
113,21.2142349737,-0.435043390903,SM_E 3462
114,20.8070144108,1.06151629064,SM_E 3463
115,19.7258819738,0.553831960817,SM_E 3464
116,20.0196886915,1.55678817606,SM_E 3465
117,21.5942762906,0.35503855756,SM_E 3466
118,19.7835845148,1.51435111707,SM_E 3467
119,20.6653325997,0.569043502944,SM_E 3468
120,18.0478379741,1.50759073484,SM_E 3469
121,21.2999979338,0.0168208042175,SM_E 3470
122,21.4322086924,0.109201961367,SM_E 3471
123,-0.146805021698,-3.12796526909,Schl?sselschalter Stellung 'ohne Schutz'! Handfunktion angew?hlt
124,22.1255585552,-0.159095850073,St?rung FE5: Vereinzelner 1polig: NiO Teil fehlt
125,9.14380864503,9.70156635785,St?rung FE5: Vereinzelner NC: NiO Teil fehlt
126,25.222144129,2.14927905295,St?rung FE6: Vereinzelner 1polig: Entst?rung
127,21.7976665531,0.955524435588,St?rung Laser FE1
128,2.62339676777,-6.97465827366,St?rung Laser FE2
129,23.2266656027,2.70655961559,St?rung: Druckluftversorgung fehlt ! Kein Druck am Druckw?chter 1!
130,18.2945807176,0.256733809263,St?rung: E  1440
131,19.5749743572,-0.274986795192,St?rung: E  1441
132,19.3917204532,0.00151890973373,St?rung: E  1442
133,19.2066371918,-0.530461342661,St?rung: E  1443
134,20.4707857634,-0.823654893803,St?rung: E  1444
135,19.2305614047,-0.762260263321,St?rung: E  1445
136,20.8032269721,-0.805922796401,St?rung: E  1446
137,19.457860857,-0.1896825047,St?rung: E  1447
138,19.5814332191,0.102098386516,St?rung: E  1448
139,17.0843081509,0.957911579329,St?rung: E  1449
140,18.5780554622,0.269223507731,St?rung: E  1450
141,19.4830024569,-0.188672689218,St?rung: E  1451
142,17.2420356533,0.875401208789,St?rung: E  1452
143,17.1910028329,0.97323944793,St?rung: E  1453
144,16.8715493324,0.958014210842,St?rung: E  1454
145,21.105140675,-0.739037184818,St?rung: E  1455
146,18.8600149464,0.0783014933449,St?rung: E  1456
147,18.4416382229,0.128827319915,St?rung: E  1457
148,20.4785979547,-0.682440574635,St?rung: E  1458
149,16.9033615763,0.975227290764,St?rung: E  1459
150,19.3639831247,-0.306402472071,St?rung: E  1460
151,18.0413982352,0.584068524757,St?rung: E  1461
152,17.0493525652,0.891895416092,St?rung: E  1462
153,21.1190540681,-1.04251620359,St?rung: E  1463
154,19.7392426264,-1.13743218314,St?rung: E  1464
155,19.4339806588,-0.0849247458654,St?rung: E  1465
156,17.7675030336,0.678735156165,St?rung: E  1466
157,20.2099798303,-0.780675001869,St?rung: E  1467
158,18.2082007949,0.411442336478,St?rung: E  1468
159,16.8469078115,0.906946183893,St?rung: E  1469
160,21.0558841026,-0.834598111168,St?rung: E  1470
161,20.3469312933,-1.16746179656,St?rung: E  1471
162,6.26729986701,-3.52784587168,St?rung: E 300.5: 100+1-B5A WT zentrieren AST
163,23.0168498884,-0.964558671656,St?rung: E 300.7: 100+1-B6A Niederhalter AST
164,23.2404992015,0.350685320799,St?rung: E 303.7: 100+2-B6A Niederhalter AST
165,27.444862708,2.34273544773,St?rung: E 400.1: 010+2-B1A Vertikalhub Vereinzelung AST Geh?use 1pol
166,7.49839430498,14.6008695109,St?rung: E 400.6: 020+2-B3G Teil stoppen GST
167,13.8444618404,8.78640210851,St?rung: E 401.1: 020+2-B4A Horizontalhub Vereinzelung AST
168,12.6116958364,-6.46345987111,St?rung: FE1: Z-Achse M5 1+2 Kontakt
169,-7.40905219961,12.749659588,http://www.siemens.com/ontology/demonstrator#Event
170,-6.69248768467,-3.71371347986,http://www.siemens.com/ontologies/amberg#M070_Zaehler_ARO
171,11.576039321,-4.19507170853,362
172,-13.2788349376,13.6229565869,http://www.siemens.com/ontologies/amberg#M040
173,-9.37190577425,11.689040785,http://www.siemens.com/ontology/demonstrator#ProductionEquipment
174,-1.37145536977,-3.50984376427,http://www.siemens.com/ontologies/amberg#M010_Energie_S-Gesamt
175,-7.95165301751,12.5137006828,http://www.siemens.com/ontology/demonstrator#Measurement
176,11.5614441145,-4.03850579929,http://www.siemens.com/ontologies/amberg#M120_Energie_I2
177,-9.54648096118,13.290333673,http://www.w3.org/2002/07/owl#NamedIndividual
178,-9.91249649964,-1.85444740923,http://www.siemens.com/ontologies/amberg#M050_Energie_S-Gesamt
179,-10.4061855163,5.38864979489,http://www.siemens.com/ontologies/amberg#M200_NIO
180,7.36458422848,0.63660849421,47
181,-9.65418737765,9.00726973405,http://www.siemens.com/ontologies/amberg#M200_Zaehler_ARO
182,-4.55621986982,15.60841624,http://www.siemens.com/ontologies/amberg#M010_FE1
183,6.87210019553,15.1569080511,http://www.siemens.com/ontologies/amberg#M010_FE2
184,2.31719146716,8.05085303831,http://www.siemens.com/ontologies/amberg#M010_FE99
185,4.25453761012,14.0589999139,http://www.siemens.com/ontologies/amberg#M010_UNK-FE
186,-10.996523589,10.2966847603,http://www.siemens.com/ontologies/amberg#M020_FE1
187,4.73025140551,16.9697554058,http://www.siemens.com/ontologies/amberg#M020_FE2
188,-13.3460378905,-8.70096424926,http://www.siemens.com/ontologies/amberg#M020_FE99
189,7.25670536273,1.85380845564,http://www.siemens.com/ontologies/amberg#M020_UNK-FE
190,-11.5145405848,-0.490426670802,http://www.siemens.com/ontologies/amberg#M030_FE99
191,6.36300717185,-3.45066312139,http://www.siemens.com/ontologies/amberg#M040_FE3
192,-3.94937432921,0.466084498345,http://www.siemens.com/ontologies/amberg#M040_FE5
193,7.03031309695,10.4668280522,http://www.siemens.com/ontologies/amberg#M050_FE1
194,-9.99991606182,7.62472706156,http://www.siemens.com/ontologies/amberg#M050_FE2
195,-2.67226650282,-3.07179092778,http://www.siemens.com/ontologies/amberg#M050_FE5
196,4.65641661436,16.6555704315,http://www.siemens.com/ontologies/amberg#M050_FE99
197,15.5073505309,-5.22565098239,http://www.siemens.com/ontologies/amberg#M050_UNK-FE
198,-3.37730334175,15.9942813648,http://www.siemens.com/ontologies/amberg#M070_FE1
199,4.67638084968,16.3233112182,http://www.siemens.com/ontologies/amberg#M070_FE2
200,1.43475530704,11.8691706971,http://www.siemens.com/ontologies/amberg#M070_FE3
201,6.85012736476,16.1114518981,http://www.siemens.com/ontologies/amberg#M070_FE4
202,-13.5228861969,8.61444010581,http://www.siemens.com/ontologies/amberg#M070_FE5
203,-6.52605773955,-6.69779581358,http://www.siemens.com/ontologies/amberg#M070_FE6
204,-9.89926320388,12.2995662781,http://www.siemens.com/ontologies/amberg#M070_FE99
205,9.29980905597,2.78691410467,http://www.siemens.com/ontologies/amberg#M070_UNK-FE
206,-9.86741312981,11.9647997386,http://www.siemens.com/ontologies/amberg#M090_FE99
207,-8.76773181816,13.5635864491,http://www.siemens.com/ontologies/amberg#M100_FE1
208,2.38065006576,14.9705523669,http://www.siemens.com/ontologies/amberg#M100_FE2
209,3.07255359454,-6.02394579302,http://www.siemens.com/ontologies/amberg#M100_FE9
210,6.58085385798,15.7971764386,http://www.siemens.com/ontologies/amberg#M100_UNK-FE
211,2.43593433724,14.9527087293,http://www.siemens.com/ontologies/amberg#M110_FE1
212,-11.2291163176,3.85419732335,http://www.siemens.com/ontologies/amberg#M120_FE1
213,4.91296476367,15.6161231292,http://www.siemens.com/ontologies/amberg#M120_FE2
214,6.72587967851,14.8150011181,http://www.siemens.com/ontologies/amberg#M120_FE3
215,6.15462526664,13.5688624839,http://www.siemens.com/ontologies/amberg#M120_UNK-FE
216,1.2340461486,-7.74619012913,http://www.siemens.com/ontologies/amberg#M200_FE05
217,8.60720609769,5.58025742613,http://www.siemens.com/ontologies/amberg#M200_FE07
218,-0.603112121019,15.7956844673,http://www.siemens.com/ontologies/amberg#M200_FE11
219,-6.00299163862,7.74568234819,http://www.siemens.com/ontologies/amberg#M200_FE13
220,-8.73589879966,0.953913226288,http://www.siemens.com/ontologies/amberg#M200_FE3
221,8.06848220933,15.7966230366,http://www.siemens.com/ontologies/amberg#M200_UNK-FE
222,7.44696322625,2.59038250957,http://www.siemens.com/ontologies/amberg#Linie_BIT_PEX
223,-8.39190032445,12.6773387137,http://www.siemens.com/ontology/demonstrator#Feature
224,-13.7407827174,2.77215712845,http://www.siemens.com/ontologies/amberg#M100_NIO
225,2.84130448883,0.628790467682,31
226,-10.6120527926,-8.14200465162,http://www.siemens.com/ontologies/amberg#M120_Energie_U3N
227,-13.2518341319,13.4079773115,http://www.siemens.com/ontologies/amberg#M120
228,-13.0512434431,-1.11385363014,http://www.siemens.com/ontologies/amberg#M020_Taktabweichung
229,-7.34762357422,3.74047473505,http://www.siemens.com/ontologies/amberg#M020_Energie_P-Gesamt
230,0.521986231505,-1.46838216579,http://www.siemens.com/ontologies/amberg#M120_Energie_cos_Phi
231,15.2528754388,9.21255088422,http://www.siemens.com/ontologies/amberg#M200_Taktabweichung
232,-13.1735801914,13.5585081557,http://www.siemens.com/ontologies/amberg#M200
233,4.50461142666,3.93736462764,http://www.siemens.com/ontologies/amberg#M050_FE1_WT
234,-3.54601301985,-2.83870575251,http://www.siemens.com/ontologies/amberg#M110_Energie_I2
235,-1.18739741126,-5.2299605503,http://www.siemens.com/ontologies/amberg#M010_Energie_cos_Phi
236,-13.2040871243,13.6338366168,http://www.siemens.com/ontologies/amberg#M010
237,-14.7958476231,4.66334489353,http://www.siemens.com/ontologies/amberg#3SU1400-1AA10-3LA0
238,2.74467008275,0.651725511158,http://www.siemens.com/ontologies/amberg#NO
239,-1.87911189309,8.5223956707,http://www.siemens.com/ontologies/amberg#M200_Energie_C02
240,3.57133450065,-3.33449839349,282
241,-14.1465359394,11.7690483793,http://www.siemens.com/ontologies/amberg#M020_TA
242,-7.77074568801,-9.99744338233,http://www.siemens.com/ontologies/amberg#M050_BIT_PEX
243,-9.13195497018,10.0317947024,http://www.siemens.com/ontologies/amberg#M050_Energie_P-Gesamt
244,3.98021994181,-4.93056219934,http://www.siemens.com/ontologies/amberg#3SU1400-1AA10-1NA0
245,-2.91188215208,3.90360093674,http://www.siemens.com/ontologies/amberg#SC
246,-5.35836919579,18.4841150981,http://www.siemens.com/ontologies/amberg#M010_BIT_ET
247,3.35300507242,-3.25683339795,303
248,-8.77697347389,5.61739272502,http://www.siemens.com/ontologies/amberg#M110_Zaehler_SET
249,-8.28807429865,10.9937956821,http://www.loa-cnr.it/ontologies/DUL.owl#InformationEntity
250,-3.36766307734,13.355262329,http://www.siemens.com/ontologies/amberg#MDE_Stueckzahlenberechnung
251,-6.06362761808,12.5820444873,http://www.siemens.com/ontologies/amberg#M050_Energie_cos_Phi
252,-8.03430960457,6.41733067241,http://www.siemens.com/ontologies/amberg#M100_Zaehler_PEX
253,-13.6316988922,13.6346513156,http://www.siemens.com/ontologies/amberg#M100
254,9.8338751575,-0.865054770468,http://www.siemens.com/ontologies/amberg#Funktionspruefung
255,8.74812000624,-0.62227070084,http://www.siemens.com/ontologies/amberg#Ultraschallschweissen
256,-18.1325034624,4.36141060156,http://www.siemens.com/ontologies/amberg#M010_Taktabweichung
257,-1.43130212493,4.48903566258,http://www.siemens.com/ontologies/amberg#NOEM
258,-1.22963808817,4.51967744186,http://www.siemens.com/ontologies/amberg#3SU1400-1AA10-1GA0
259,-8.68860847732,0.761486348406,http://www.siemens.com/ontologies/amberg#M040_Energie_GesamtLeistung
260,1.73084438765,0.578481673441,267
261,-5.84185984258,8.57897715985,http://www.siemens.com/ontologies/amberg#M070_Energie_U1N
262,-10.9197532453,11.2677895379,http://www.siemens.com/ontologies/amberg#M200_Energie_S-Gesamt
263,-7.68230900056,1.52147626117,http://www.siemens.com/ontologies/amberg#Linie_Zaehler_ET
264,-1.71705574637,16.3079782234,http://www.siemens.com/ontologies/amberg#M030_BIT_SET
265,-13.2416658968,13.6659352378,http://www.siemens.com/ontologies/amberg#M030
266,-2.03880922665,16.312061948,http://www.siemens.com/ontologies/amberg#M200_Energie_I2
267,-10.4214693937,-2.36310759892,333
268,-8.23766834027,13.9999560931,http://www.w3.org/2002/07/owl#Class
269,4.48906765852,11.7063511159,http://www.siemens.com/ontologies/amberg#M100_TA
270,10.0576800203,0.042115402774,http://www.siemens.com/ontologies/amberg#M020_IO
271,-13.3149424377,13.6019923571,http://www.siemens.com/ontologies/amberg#M020
272,-7.20428394962,7.81175365675,http://www.siemens.com/ontologies/amberg#M110_IO
273,10.0168718501,-4.56085939236,http://www.siemens.com/ontologies/amberg#M020_Energie_I2
274,-15.8878247752,8.34766017903,http://www.siemens.com/ontologies/amberg#M070_TAKT
275,-13.3472679266,13.5705693261,http://www.siemens.com/ontologies/amberg#M070
276,-5.50873283425,3.16469500283,http://www.siemens.com/ontology/demonstrator#FinalMaterial
277,-5.39698153535,17.8792495999,http://www.siemens.com/ontologies/amberg#M010_NIO
278,-7.74816669752,4.37381163946,http://www.siemens.com/ontologies/amberg#M020_OEE
279,-1.31499464251,5.70966446783,http://www.siemens.com/ontologies/amberg#3SU1400-1AA10-1CA0
280,-1.58465080427,0.680408350848,http://www.siemens.com/ontologies/amberg#M030_Energie_U1N
281,-16.4758360906,5.60672397315,http://www.siemens.com/ontologies/amberg#M070_Energie_C02
282,-13.2037294997,13.7452765087,http://www.siemens.com/ontologies/amberg#Linie
283,-9.40564836236,12.8714607267,http://purl.oclc.org/NET/ssnx/ssn#Device
284,-4.44163322749,8.41149025505,http://www.siemens.com/ontologies/amberg#M030_Energie_U3N
285,-14.841441186,-1.55225825417,http://www.siemens.com/ontologies/amberg#M120_FE99
286,-7.04042287676,12.6737315286,http://www.siemens.com/ontologies/amberg#ProductionUnit
287,-10.2829996682,4.61549197634,http://www.siemens.com/ontologies/amberg#M040_stk_aktuell
288,-11.2650018077,10.1233650479,http://www.siemens.com/ontologies/amberg#Linie_TA
289,-2.11065953124,-8.39514976357,314
290,11.7154487332,-1.45736753308,http://www.siemens.com/ontologies/amberg#M020_Zaehler_SET
291,-11.5344463809,-10.9781974895,330
292,-10.831353496,7.62337039768,http://www.siemens.com/ontologies/amberg#M040_Energie_U3N
293,0.399172084778,-12.2638533791,http://www.siemens.com/ontologies/amberg#M030_FE2
294,-9.15239584059,13.2813666201,http://www.siemens.com/ontologies/amberg#M040_Energie_Pneumatik
295,5.46628244369,-12.4329522006,116
296,-8.85059159224,7.65263160391,http://www.siemens.com/ontologies/amberg#Produktiv_Zeit
297,-6.09919003333,11.2952372299,http://www.siemens.com/ontologies/amberg#M050_Zustand
298,-4.08547800152,4.34056864467,http://www.siemens.com/ontologies/amberg#front
299,-1.8282783622,4.89907865411,http://www.siemens.com/ontologies/amberg#3SU1400-1AA10-3RA0
300,-0.307793200143,12.5760046579,http://www.siemens.com/ontologies/amberg#Gutteile
301,-4.66037507719,-3.87871136372,http://www.siemens.com/ontologies/amberg#M010_Energie_P-Gesamt
302,4.30213098641,5.74865968207,111
303,-5.99759778274,7.81992849628,http://www.siemens.com/ontologies/amberg#M020_BIT_ET
304,1.97565735001,10.4763661529,http://www.siemens.com/ontologies/amberg#M110_Zaehler_ST
305,-1.78694992145,5.72968521112,http://www.siemens.com/ontologies/amberg#3SU1400-2DA43-3AA0
306,-13.1418400318,4.40693722165,http://www.siemens.com/ontologies/amberg#M120_Zustand
307,-3.07030279184,3.40090751953,http://www.siemens.com/ontologies/amberg#3SU1400-2AA10-3BA0
308,-9.39140470988,12.3506853779,http://www.loa-cnr.it/ontologies/DUL.owl#DesignedArtifact
309,-8.627183274,-14.9047416744,106
310,-5.08265499637,16.9482432171,http://www.siemens.com/ontologies/amberg#M110_Energie_I1
311,-0.786570087567,-4.13831337346,http://www.siemens.com/ontologies/amberg#Gold
312,-5.11036149911,11.8444984574,http://www.siemens.com/ontologies/amberg#M030_Energie_I1
313,2.93984756405,9.3855630306,http://www.siemens.com/ontologies/amberg#M050_Zaehler_SET
314,0.673069348858,4.89211220881,http://www.siemens.com/ontologies/amberg#M040_Energie_I2
315,5.37417127046,-3.74998983862,http://www.siemens.com/ontologies/amberg#M010_BIT_SET
316,4.74260335522,9.87554035614,http://www.siemens.com/ontology/demonstrator#Torque
317,1.83471521324,7.44695159232,http://www.siemens.com/ontologies/amberg#M090_TAKT
318,7.14834798357,4.7229899537,http://www.siemens.com/ontologies/amberg#3SU1400-1AA10-1PA0
319,-4.66660221339,-6.26885852935,http://www.siemens.com/ontologies/amberg#M010_Energie_I2
320,-9.32649540808,3.52987684713,http://www.siemens.com/ontologies/amberg#M020_Energie_C02
321,-3.068715684,8.87077770889,http://www.siemens.com/ontology/demonstrator#DetachmentProcess
322,-7.84799939362,12.7163892143,http://www.loa-cnr.it/ontologies/DUL.owl#Process
323,-12.6652998346,7.71340442922,http://www.siemens.com/ontologies/amberg#M050_Zaehler_ARO
324,-13.310337831,13.5334509997,http://www.siemens.com/ontologies/amberg#M050
325,-2.7447201888,2.7879381588,http://www.siemens.com/ontologies/amberg#NC
326,-0.88791597397,3.24554761836,http://www.siemens.com/ontologies/amberg#3SU1400-2AA10-3MA0
327,13.2755280444,8.94977869186,http://www.siemens.com/ontologies/amberg#M110_TAKT
328,-13.1603061302,13.527762347,http://www.siemens.com/ontologies/amberg#M110
329,-7.6111373692,-0.679897926251,http://www.siemens.com/ontologies/amberg#M070_TA
330,1.13360637817,5.37041170326,http://www.siemens.com/ontologies/amberg#M070_BIT_PEX
331,7.41224395534,-1.92205203139,389
332,-2.57298877604,11.6136395873,http://www.siemens.com/ontologies/amberg#M120_Zaehler_ET
333,-1.95132098282,2.05686347373,http://www.siemens.com/ontologies/amberg#3SU1400-1AA10-3PA0
334,-1.9247328422,4.46477238615,http://www.siemens.com/ontologies/amberg#SP
335,-3.41168761411,6.74574353186,http://www.siemens.com/ontologies/amberg#3SU1400-1AA10-3HA0
336,-5.56150510546,-11.233542728,http://www.siemens.com/ontologies/amberg#M020_FE1_WT
337,-4.55412229518,-0.0580639003985,http://www.siemens.com/ontologies/amberg#M040_Taktabweichung
338,-3.79850499072,6.87064453398,http://www.siemens.com/ontologies/amberg#3SU1400-1AA10-1HA0
339,4.67307032214,7.46891666113,http://www.siemens.com/ontologies/amberg#M200_Energie_cos_Phi
340,-9.00857566421,12.2419873924,http://www.siemens.com/ontologies/amberg#M100_Variante
341,11.0839236547,3.97224739608,34
342,-6.77192947801,-9.18698016682,http://www.siemens.com/ontology/demonstrator#ConveyingResource
